REPORT_YEAR,COUNT_,COUNT_CLEARED
2020,1,1
2021,3,1
2021,105,70
2023,1,1
2022,82,41
2022,14,2
2023,16,10
2020,7,2
2020,19,4
2022,9,2
2021,99,24
2021,18,3
2021,8,1
2023,54,9
2022,10,7
2023,23,10
2020,2,2
2023,45,4
2020,95,42
2022,14,13
2021,51,17
2022,199,81
2021,2,1
2023,43,2
2022,259,168
2022,51,1
2023,8,6
2023,53,24
2022,3,3
2023,2,2
2021,92,58
2023,12,6
2020,13,13
2023,41,19
2020,1,1
2023,25,17
2023,40,4
2021,142,84
2021,213,32
2023,114,6
2022,146,12
2023,3,3
2020,5,5
2021,24,9
2021,12,11
2022,18,14
2023,8,7
2022,5,5
2021,130,47
2023,34,6
2021,77,54
2022,4,2
2021,210,51
2022,19,12
2022,2,1
2021,6,6
2020,8,6
2022,13,4
2023,8,2
2021,34,9
2020,24,17
2021,16,7
2023,20,12
2023,95,26
2020,30,8
2023,20,1
2020,14,6
2023,37,20
2020,3,2
2021,4,3
2022,22,17
2020,66,20
2020,5,3
2021,5,2
2021,2,1
2022,195,114
2020,7,7
2020,6,5
2020,5,1
2021,9,1
2023,30,19
2020,11,5
2021,219,27
2022,60,16
2020,29,1
2022,17,3
2022,29,24
2020,32,16
2021,98,82
2022,77,4
2021,8,4
2021,2,2
2020,1,1
2020,91,19
2023,27,21
2022,28,28
2021,72,13
2021,7,5
2022,6,2
2023,4,2
2021,4,2
2020,11,10
2021,16,12
2022,10,5
2023,76,44
2020,3,2
2023,77,5
2023,32,26
2021,3,3
2021,3,1
2022,6,3
2023,73,4
2023,2,1
2022,5,1
2021,1,1
2021,19,2
2020,9,9
2021,31,21
2021,1,1
2020,25,6
2020,2,1
2020,25,4
2020,3,3
2023,2,1
2020,39,12
2023,577,47
2023,20,5
2020,6,4
2020,15,13
2021,3,1
2022,26,11
2021,8,2
2022,29,1
2021,7,3
2020,11,9
2023,16,3
2022,52,30
2023,220,18
2023,19,10
2022,20,15
2021,5,1
2020,2,2
2022,10,9
2022,17,8
2021,11,9
2021,4,2
2020,34,2
2020,42,35
2021,6,5
2022,88,52
2023,8,1
2020,10,7
2022,5,1
2021,121,64
2020,4,3
2023,7,7
2023,14,6
2022,133,95
2022,9,2
2021,29,13
2021,9,6
2023,5,2
2020,37,13
2023,18,11
2020,2,1
2022,13,9
2021,9,4
2023,9,2
2023,5,4
2022,45,27
2022,2,2
2020,27,2
2021,14,6
2022,10,5
2022,68,5
2021,12,5
2020,6,4
2022,31,5
2021,26,20
2022,2,2
2023,2,1
2023,2,2
2021,96,47
2021,57,1
2021,66,44
2021,28,17
2020,8,3
2023,50,2
2023,4,1
2021,57,19
2023,42,1
2023,174,21
2022,52,25
2020,3,2
2021,23,3
2022,25,12
2022,106,74
2020,4,3
2021,3,1
2023,4,1
2023,20,12
2023,3,2
2021,36,31
2021,2,2
2021,12,3
2023,2,1
2021,1,1
2023,2,1
2021,3,3
2021,12,4
2021,12,12
2021,3,1
2022,53,12
2023,10,1
2022,2,1
2020,11,5
2021,2,2
2020,2,2
2020,8,8
2021,72,62
2023,20,11
2023,11,5
2021,4,2
2020,33,21
2021,9,6
2022,12,2
2023,1,1
2023,23,2
2021,6,5
2021,14,6
2023,40,29
2021,10,5
2023,16,14
2023,178,19
2023,66,3
2020,24,6
2022,7,1
2021,9,1
2022,2,1
2023,8,1
2020,4,1
2021,6,5
2022,17,9
2021,9,4
2021,21,7
2022,7,2
2020,17,1
2022,1,1
2023,45,1
2022,4,4
2021,2,2
2020,5,2
2023,10,1
2022,178,6
2021,19,1
2023,689,41
2023,199,136
2020,28,2
2023,16,15
2020,3,1
2020,2,1
2021,41,8
2022,5,1
2020,90,76
2020,2,2
2023,5,1
2020,43,5
2021,1,1
2022,4,3
2021,90,32
2023,50,41
2020,1,1
2020,6,1
2023,11,6
2020,1,1
2022,89,39
2023,11,9
2023,5,5
2022,14,8
2021,132,21
2022,63,6
2022,3,1
2021,20,2
2022,9,5
2022,7,7
2022,517,92
2020,4,2
2021,20,16
2020,1,1
2023,6,4
2022,2,1
2021,12,1
2022,11,5
2022,3,1
2022,5,3
2022,64,36
2020,7,3
2021,2,1
2023,3,2
2023,8,6
2023,383,16
2021,45,39
2021,20,15
2020,6,2
2021,25,16
2021,4,3
2022,24,3
2021,14,3
2021,9,2
2021,47,3
2023,35,1
2020,10,6
2020,13,6
2020,8,6
2021,61,13
2020,1,1
2023,6,2
2022,7,3
2021,4,1
2022,263,22
2023,73,4
2021,7,3
2023,76,1
2020,12,6
2022,7,2
2023,85,32
2021,16,6
2020,2,2
2022,187,94
2023,34,5
2021,109,13
2022,13,12
2020,5,5
2021,15,5
2021,10,6
2021,10,10
2021,46,19
2022,9,9
2020,17,4
2022,39,3
2021,39,14
2022,55,30
2022,23,9
2020,116,19
2022,3,3
2021,2,2
2020,2,2
2021,7,3
2020,133,13
2020,14,8
2023,46,4
2023,16,5
2021,8,2
2023,2,2
2020,170,115
2022,1,1
2020,1,1
2022,2,1
2020,2,1
2023,1,1
2023,6,3
2021,44,2
2021,2,1
2021,13,2
2020,2,2
2020,4,2
2023,4,1
2023,36,21
2020,27,6
2023,8,2
2021,8,1
2022,9,4
2020,2,2
2021,2,1
2023,22,8
2020,300,57
2021,4,3
2022,72,20
2023,33,19
2023,26,11
2021,58,37
2020,20,15
2020,2,2
2021,8,4
2022,111,4
2022,2,1
2023,4,3
2023,75,10
2021,9,8
2020,3,3
2023,69,34
2022,8,6
2022,2,2
2020,5,3
2020,2,1
2023,8,3
2022,8,2
2020,16,14
2020,14,11
2021,17,2
2020,6,4
2022,8,2
2020,111,91
2023,11,6
2023,34,26
2021,38,21
2021,1,1
2020,72,54
2020,1,1
2023,24,13
2021,10,3
2020,179,105
2020,5,5
2023,28,24
2021,164,9
2022,48,31
2022,145,102
2020,3,2
2023,134,3
2023,68,2
2023,10,4
2023,14,7
2020,10,1
2020,10,10
2020,7,5
2020,9,5
2020,31,5
2022,51,6
2022,18,16
2020,42,15
2020,4,1
2020,2,2
2022,12,10
2023,14,8
2023,363,74
2021,7,6
2023,9,9
2022,10,5
2020,52,3
2021,17,3
2020,60,42
2021,49,1
2022,15,4
2021,4,4
2022,8,5
2021,7,2
2021,230,29
2023,17,6
2021,185,22
2020,6,5
2023,1,1
2022,312,18
2023,56,11
2022,12,10
2020,65,1
2022,14,10
2023,11,9
2021,12,1
2021,63,12
2021,6,4
2022,22,8
2023,22,11
2023,10,7
2020,6,3
2022,11,2
2022,37,6
2023,74,2
2021,10,8
2023,61,2
2023,15,5
2021,28,1
2020,9,4
2023,37,31
2020,2,2
2021,9,1
2021,166,83
2020,7,3
2021,6,6
2021,1,1
2021,3,2
2023,74,16
2023,10,9
2023,29,27
2022,3,3
2020,5,5
2022,130,120
2023,23,2
2021,49,3
2020,55,17
2021,9,4
2022,78,6
2020,20,12
2023,31,2
2021,5,2
2022,56,2
2022,44,34
2021,4,3
2021,5,1
2020,16,4
2023,3,3
2020,21,9
2020,5,1
2021,42,4
2020,23,2
2020,14,9
2020,1,1
2022,28,4
2022,1,1
2023,88,21
2021,99,36
2022,5,5
2023,4,4
2023,19,15
2020,15,6
2021,47,5
2023,16,3
2021,17,12
2022,3,2
2021,1,1
2023,23,20
2022,9,4
2021,30,10
2021,55,49
2023,4,4
2022,848,113
2021,13,4
2020,24,13
2022,6,6
2022,29,2
2021,2,2
2020,1,1
2021,16,9
2022,2,1
2021,106,94
2021,3,2
2020,3,2
2022,14,8
2020,117,75
2022,30,25
2022,17,2
2022,1,1
2022,7,3
2021,72,48
2021,5,3
2023,5,2
2023,1,1
2021,10,1
2021,21,18
2023,8,4
2020,4,4
2021,14,12
2021,52,33
2021,200,176
2022,99,25
2021,24,4
2020,1,1
2020,16,8
2022,4,4
2020,604,83
2020,245,22
2020,9,9
2023,10,1
2022,4,4
2021,1,1
2023,17,2
2020,7,3
2020,2,1
2021,18,4
2023,4,4
2021,110,102
2023,9,7
2023,2,1
2021,129,3
2020,29,16
2021,3,3
2023,106,4
2022,15,3
2020,15,15
2023,155,138
2023,414,80
2023,26,1
2023,71,12
2022,3,1
2020,16,4
2020,30,1
2022,70,4
2021,100,67
2020,2,1
2020,7,2
2023,49,7
2023,16,12
2022,4,3
2023,4,1
2022,31,4
2022,60,19
2020,67,40
2023,115,66
2023,21,2
2020,5,1
2023,252,149
2023,260,33
2020,14,1
2023,16,4
2021,40,17
2020,6,2
2022,10,10
2023,4,3
2023,13,13
2023,50,9
2020,10,3
2020,19,16
2020,137,3
2022,110,48
2022,8,1
2020,2,2
2020,328,47
2020,9,4
2022,97,87
2023,2,1
2021,31,13
2022,12,5
2020,5,3
2020,3,3
2021,1,1
2021,48,11
2020,18,4
2020,52,1
2020,1,1
2023,1,1
2023,22,22
2020,143,20
2020,9,1
2023,11,2
2023,2,2
2023,2,1
2020,36,30
2022,5,2
2020,4,1
2022,33,19
2020,4,1
2021,235,139
2021,10,3
2022,5,4
2021,13,3
2023,26,3
2023,3,3
2021,56,3
2020,33,5
2022,9,2
2022,21,21
2020,24,7
2020,58,37
2020,166,159
2023,1,1
2020,72,54
2022,56,16
2020,99,8
2023,64,4
2021,81,67
2022,3,3
2023,11,3
2023,8,1
2020,43,2
2023,106,88
2023,97,62
2022,23,15
2023,38,15
2023,6,2
2021,3,1
2020,5,4
2020,22,8
2022,6,6
2023,111,10
2022,17,10
2022,474,44
2022,22,8
2023,23,16
2022,209,15
2021,67,16
2023,58,21
2022,89,10
2020,2,2
2021,32,1
2023,10,3
2020,3,3
2023,6,6
2023,1,1
2021,10,2
2021,1,1
2021,19,1
2023,5,1
2021,3,3
2023,92,59
2021,30,8
2022,171,149
2022,6,5
2022,253,15
2020,150,5
2022,10,2
2021,10,2
2023,1,1
2020,353,282
2020,6,3
2023,1,1
2020,14,10
2020,33,28
2023,5,5
2021,1,1
2021,42,2
2021,160,31
2021,57,14
2021,9,8
2020,3,1
2020,6,1
2023,16,4
2022,4,1
2022,10,5
2021,1,1
2021,50,2
2021,4,3
2020,10,2
2021,25,2
2022,13,7
2020,38,3
2021,16,1
2021,14,6
2023,55,42
2022,3,3
2022,8,2
2020,4,3
2020,21,1
2021,3,3
2023,42,2
2022,12,6
2020,7,6
2021,3,1
2020,5,5
2020,13,2
2020,52,35
2020,5,5
2022,5,5
2022,1,1
2020,74,48
2020,13,4
2022,39,6
2021,36,25
2022,2,1
2023,15,11
2023,9,2
2021,7,2
2022,10,7
2021,4,4
2022,111,71
2020,22,3
2020,3,3
2023,143,90
2023,99,5
2022,10,10
2020,22,1
2021,9,9
2022,3,2
2020,26,1
2020,5,3
2023,2,2
2020,14,9
2022,67,10
2020,17,2
2022,1,1
2023,4,1
2020,9,5
2023,12,1
2023,18,3
2023,4,3
2022,346,82
2020,47,7
2021,68,7
2023,13,4
2023,6,1
2023,3,3
2020,64,32
2021,3,2
2021,26,19
2022,39,19
2020,282,66
2021,5,2
2022,15,3
2021,22,3
2020,2,2
2020,9,4
2022,7,1
2020,12,4
2023,29,23
2023,17,10
2022,37,19
2021,2,2
2022,3,1
2022,4,2
2022,72,49
2020,10,5
2022,2,2
2023,10,8
2023,5,4
2023,655,131
2021,3,2
2023,7,2
2021,31,30
2021,54,35
2020,14,6
2023,9,4
2022,26,23
2023,87,16
2021,12,1
2020,11,2
2023,6,4
2022,67,19
2022,44,14
2020,224,195
2023,12,2
2022,2,2
2022,7,2
2021,2,1
2022,32,24
2023,34,2
2023,183,6
2021,1,1
2021,12,6
2021,4,2
2023,129,85
2020,5,1
2020,13,6
2022,10,4
2021,22,8
2021,51,6
2022,7,3
2023,36,2
2021,1,1
2023,11,9
2023,217,4
2023,5,3
2021,26,11
2020,8,3
2021,10,3
2021,6,6
2023,1,1
2020,68,56
2020,7,2
2021,17,8
2023,15,4
2022,1,1
2020,1,1
2020,23,20
2022,17,16
2023,11,7
2021,10,6
2020,14,3
2021,9,9
2022,9,5
2020,79,16
2022,37,6
2022,10,10
2022,11,7
2020,2,1
2022,197,7
2023,4,1
2023,15,11
2022,173,16
2020,2,2
2023,96,4
2023,3,2
2020,5,5
2021,2,2
2020,17,7
2022,8,1
2021,1,1
2020,7,3
2023,7,4
2020,27,11
2023,10,10
2022,7,5
2021,32,17
2022,8,5
2021,9,4
2022,1,1
2021,90,20
2023,154,5
2021,20,11
2020,17,14
2020,35,3
2023,91,16
2022,60,56
2023,48,3
2020,4,4
2021,15,9
2023,114,2
2023,1373,333
2023,57,1
2023,14,11
2021,3,1
2020,4,2
2021,16,16
2020,8,8
2021,59,36
2022,13,8
2021,203,20
2023,25,20
2023,125,29
2020,14,13
2021,59,37
2020,2,2
2021,2,2
2023,120,36
2021,1,1
2022,10,6
2020,101,60
2021,17,13
2021,5,2
2020,73,50
2023,5,5
2021,11,11
2021,18,16
2022,43,1
2021,5,2
2020,22,11
2020,2,1
2021,16,5
2021,15,7
2023,5,1
2020,74,20
2022,138,5
2021,5,1
2022,2,1
2022,3,3
2023,4,2
2022,12,2
2020,30,6
2021,6,4
2021,8,5
2020,1,1
2020,4,2
2023,2,2
2023,76,2
2021,4,3
2020,449,190
2021,6,6
2023,81,2
2021,14,10
2022,43,39
2020,188,23
2023,1,1
2021,57,5
2020,18,1
2022,1,1
2020,14,12
2022,10,6
2022,4,1
2022,175,12
2021,53,3
2020,1,1
2020,15,13
2020,4,1
2021,20,8
2021,76,5
2022,5,5
2023,100,80
2020,125,36
2022,1,1
2020,2,2
2023,3,3
2021,7,4
2020,5,3
2021,7,7
2020,12,6
2020,2,1
2022,58,36
2021,15,9
2023,130,29
2023,1,1
2023,6,2
2020,47,15
2021,9,1
2020,1,1
2022,11,5
2023,83,22
2023,26,7
2020,18,5
2022,12,8
2021,14,9
2023,20,12
2021,73,14
2022,21,19
2020,10,9
2022,8,3
2023,8,1
2022,189,20
2022,15,11
2020,2,2
2023,20,13
2022,13,12
2023,13,9
2021,79,39
2021,3,3
2022,12,2
2021,6,1
2022,7,2
2020,4,4
2022,122,10
2022,8,1
2023,657,160
2020,1,1
2022,138,92
2023,52,34
2020,10,3
2021,17,9
2022,87,1
2023,10,6
2022,53,1
2023,11,2
2023,4,1
2021,9,2
2020,14,13
2023,158,110
2022,5,5
2021,2,2
2023,42,28
2022,1145,116
2020,3,1
2021,16,10
2023,12,5
2020,8,3
2022,1,1
2020,23,1
2023,15,13
2023,11,3
2020,17,15
2023,5,1
2021,65,18
2023,1,1
2023,1,1
2022,4,4
2021,33,13
2020,8,4
2022,1,1
2022,1,1
2022,414,9
2020,72,3
2023,1,1
2021,125,33
2023,76,31
2020,59,26
2023,16,11
2023,194,15
2023,21,14
2023,2,1
2023,128,9
2022,29,3
2023,8,1
2021,6,6
2020,158,18
2022,154,38
2021,14,1
2021,97,16
2021,7,6
2023,19,17
2023,19,8
2020,3,3
2022,114,104
2022,54,15
2020,8,7
2021,2,2
2021,12,6
2023,148,5
2023,1,1
2021,5,1
2023,5,1
2020,8,1
2021,28,20
2022,21,5
2023,12,4
2023,32,12
2023,23,10
2020,25,11
2020,5,4
2023,131,112
2020,48,42
2022,81,61
2023,4,1
2021,14,11
2021,66,2
2022,76,2
2023,4,2
2020,265,42
2022,4,2
2021,4,2
2023,135,98
2022,13,7
2022,150,6
2022,30,21
2023,6,5
2021,13,4
2021,51,32
2021,10,7
2020,24,5
2022,9,6
2023,20,13
2022,110,11
2020,5,1
2023,7,6
2021,11,10
2020,2,1
2023,6,5
2022,18,4
2021,30,17
2021,15,11
2020,71,13
2022,7,5
2022,23,17
2023,1,1
2023,50,6
2020,6,1
2020,84,15
2020,18,3
2021,59,12
2023,254,221
2021,4,4
2023,1,1
2023,14,6
2023,13,9
2021,2,1
2020,1,1
2021,52,13
2021,12,9
2021,38,15
2020,8,1
2022,8,4
2022,30,8
2023,101,5
2022,120,110
2022,1,1
2022,38,31
2023,60,37
2020,237,221
2022,245,55
2023,137,126
2023,82,18
2022,18,16
2020,26,21
2020,59,51
2020,17,10
2023,4,2
2023,37,1
2020,3,1
2023,15,9
2022,7,7
2022,193,18
2021,14,4
2020,4,1
2023,8,6
2021,1,1
2023,261,12
2023,85,62
2021,9,3
2021,5,5
2023,8,4
2023,145,2
2021,23,8
2020,23,6
2022,5,2
2020,4,2
2023,224,22
2023,3,1
2021,11,4
2022,24,1
2022,16,12
2023,44,6
2022,103,28
2021,5,2
2023,76,31
2020,52,5
2023,114,13
2020,3,1
2020,20,8
2021,5,1
2020,5,5
2023,151,1
2022,6,3
2023,11,4
2023,21,11
2021,18,3
2022,10,2
2023,370,35
2021,3,2
2023,15,6
2020,191,175
2022,28,7
2023,88,13
2021,32,5
2021,3,3
2022,9,4
2023,16,8
2021,9,9
2022,24,3
2022,162,5
2021,78,44
2023,15,9
2021,23,17
2023,4,1
2023,67,47
2021,59,2
2020,76,44
2022,755,30
2021,1,1
2023,10,10
2021,24,4
2021,135,4
2022,4,2
2023,9,6
2022,6,6
2023,33,5
2021,12,1
2020,1,1
2020,56,44
2023,3,1
2023,77,1
2022,6,6
2022,54,4
2021,15,5
2022,13,7
2022,15,9
2020,28,2
2021,76,9
2023,2,2
2021,10,8
2021,8,7
2021,75,66
2021,30,4
2022,1,1
2021,4,1
2023,34,2
2021,12,5
2022,76,61
2020,3,2
2020,4,2
2023,62,1
2022,175,42
2021,7,7
2023,16,15
2021,77,3
2023,21,13
2020,11,2
2022,6,1
2022,30,25
2023,1,1
2020,23,14
2023,55,7
2021,11,10
2022,7,5
2021,62,20
2023,24,10
2021,2,2
2020,56,17
2020,14,12
2021,21,9
2022,2,2
2022,4,2
2020,21,17
2020,126,34
2023,3,2
2020,11,4
2020,9,5
2022,134,1
2022,6,5
2022,55,31
2022,39,6
2022,18,2
2022,26,8
2021,12,6
2022,20,9
2023,45,6
2020,10,9
2022,10,9
2021,7,2
2023,18,3
2023,24,3
2022,186,22
2020,21,9
2023,60,1
2020,11,1
2020,13,3
2021,48,43
2021,19,18
2023,108,34
2021,41,27
2022,11,7
2020,22,3
2021,8,8
2022,621,71
2023,48,10
2022,6,1
2020,5,4
2021,17,1
2022,11,5
2020,19,9
2020,23,10
2020,38,38
2023,47,29
2022,3,1
2021,14,1
2020,48,8
2022,2,2
2023,10,5
2023,509,110
2021,3,2
2021,8,8
2021,1,1
2023,1,1
2021,32,21
2023,120,70
2021,13,1
2020,32,15
2022,1,1
2021,1,1
2020,16,9
2021,34,2
2021,4,2
2022,10,3
2023,22,20
2020,17,8
2021,23,3
2020,55,40
2021,2,2
2023,66,6
2021,271,151
2023,4,1
2020,29,3
2022,408,41
2022,43,35
2021,53,2
2021,21,7
2022,1,1
2023,31,16
2021,4,1
2020,149,26
2023,54,3
2021,24,11
2022,25,1
2020,171,122
2022,6,2
2022,1,1
2023,13,7
2023,32,17
2020,11,1
2022,3,1
2022,21,9
2023,65,31
2020,184,136
2021,36,21
2022,4,4
2023,45,15
2021,5,2
2021,7,3
2021,89,25
2020,63,11
2023,12,4
2021,5,2
2020,5,1
2022,15,1
2021,16,12
2022,11,5
2023,226,113
2023,4,1
2023,11,7
2020,3,2
2023,7,1
2021,14,7
2020,8,4
2023,92,7
2021,27,12
2023,3,1
2020,16,4
2023,537,60
2023,43,23
2020,64,18
2022,5,4
2023,25,1
2023,82,69
2022,101,18
2020,57,4
2023,42,30
2023,2,2
2021,1,1
2022,121,4
2022,9,8
2021,5,1
2022,33,4
2023,3,3
2023,4,3
2023,101,6
2021,2,1
2020,77,66
2020,1,1
2021,47,37
2021,18,5
2023,3,1
2020,15,8
2021,25,1
2021,4,3
2021,21,17
2021,1,1
2020,44,2
2023,7,2
2022,8,5
2021,23,6
2021,21,17
2023,18,2
2020,11,2
2023,21,1
2021,3,3
2023,24,3
2023,1,1
2020,9,6
2023,7,1
2023,15,11
2023,3,1
2020,42,13
2023,17,2
2020,7,7
2023,91,5
2020,11,5
2023,107,7
2021,25,7
2020,5,1
2023,7,6
2023,7,2
2020,34,18
2020,1,1
2020,16,5
2023,7,1
2023,15,9
2022,80,71
2020,4,3
2022,3,1
2023,42,4
2023,96,3
2023,590,79
2021,16,6
2021,53,13
2023,9,8
2023,104,4
2022,10,6
2021,1,1
2020,41,2
2023,2,2
2020,83,15
2022,2,2
2020,9,2
2023,1,1
2023,4,1
2023,34,1
2020,10,10
2021,9,7
2020,6,6
2022,125,1
2022,11,1
2022,10,3
2021,6,3
2020,23,13
2021,9,6
2023,1,1
2022,10,3
2021,24,21
2021,73,33
2020,5,5
2023,13,2
2022,2,1
2023,272,22
2023,4,1
2023,105,26
2023,4,3
2022,95,86
2023,3,2
2021,32,4
2020,75,7
2022,4,3
2021,8,8
2020,5,3
2020,21,10
2020,12,3
2020,217,155
2023,542,96
2021,194,10
2023,8,8
2023,3,2
2023,8,1
2023,25,2
2021,4,1
2020,9,1
2022,337,198
2020,3,3
2020,8,5
2020,2,2
2021,39,6
2021,23,5
2022,10,1
2020,7,6
2022,56,4
2022,19,18
2022,3,1
2022,96,6
2022,16,6
2021,81,25
2023,4,4
2023,64,51
2021,15,6
2021,6,5
2020,14,7
2022,45,9
2020,48,26
2023,6,5
2023,88,53
2022,122,6
2022,52,1
2023,10,6
2020,55,2
2021,150,43
2021,128,110
2022,15,8
2023,4,4
2023,6,1
2023,7,4
2020,58,11
2022,43,10
2022,34,14
2020,70,5
2020,230,213
2021,9,4
2022,23,19
2023,4,3
2020,5,2
2023,11,8
2020,1,1
2021,2,1
2022,128,25
2023,41,26
2021,193,30
2020,16,5
2021,7,3
2022,3,1
2023,16,3
2022,1,1
2022,31,11
2023,41,21
2022,1,1
2022,27,17
2023,1,1
2020,3,2
2020,8,1
2020,3,3
2023,16,1
2021,173,113
2021,13,2
2021,5,5
2022,10,1
2022,225,16
2020,3,3
2021,11,1
2023,91,9
2021,3,1
2023,81,4
2020,9,6
2022,10,10
2020,9,2
2023,15,14
2022,19,1
2023,102,19
2021,35,7
2020,158,27
2020,17,4
2023,33,22
2022,2,1
2022,13,2
2021,85,20
2020,123,109
2023,141,12
2020,1,1
2021,39,38
2020,4,4
2020,1,1
2020,2,2
2022,2,2
2021,8,7
2020,9,6
2022,29,19
2020,4,1
2021,3,1
2020,19,16
2023,92,18
2021,1,1
2023,28,2
2020,118,10
2021,83,3
2022,4,1
2022,3,1
2022,4,4
2021,19,1
2023,294,200
2022,3,3
2021,18,5
2020,16,13
2021,36,12
2023,5,4
2020,2,1
2020,20,3
2020,5,1
2021,19,6
2023,1,1
2023,3,1
2020,142,91
2023,48,1
2020,24,8
2021,13,1
2020,13,10
2023,153,39
2022,16,6
2022,16,9
2020,14,3
2023,121,5
2022,6,3
2022,6,3
2022,25,3
2023,238,25
2022,169,140
2023,15,6
2022,1,1
2021,73,13
2022,8,1
2020,6,6
2020,30,11
2020,25,19
2021,21,2
2022,10,1
2021,41,36
2020,54,13
2020,16,10
2022,8,3
2022,116,15
2022,42,37
2023,2,1
2022,70,62
2020,15,12
2020,1,1
2022,39,25
2022,1,1
2021,89,11
2020,4,3
2020,1,1
2023,845,177
2022,396,40
2021,18,3
2021,7,3
2020,1,1
2022,112,101
2021,3,1
2023,6,2
2021,106,6
2020,12,1
2020,4,4
2022,2,1
2022,2,1
2020,52,15
2021,5,5
2020,15,9
2021,3,1
2021,42,28
2022,1,1
2022,20,10
2023,9,2
2023,14,13
2020,3,2
2022,15,8
2023,8,5
2023,5,2
2023,11,3
2021,34,10
2022,103,4
2023,45,33
2021,93,68
2020,3,3
2020,40,23
2022,3,3
2020,10,6
2021,17,12
2022,4,2
2020,4,3
2022,72,2
2021,35,22
2022,15,10
2021,65,33
2020,4,1
2022,5,2
2021,10,2
2021,20,9
2021,10,6
2022,2,1
2020,42,25
2022,43,2
2021,6,6
2023,38,4
2021,15,14
2022,2,1
2023,4,4
2022,2,2
2023,28,8
2020,10,10
2022,1,1
2022,12,1
2022,16,11
2020,7,6
2021,13,7
2021,28,3
2022,4,1
2020,224,38
2022,8,6
2020,13,3
2023,4,1
2021,11,5
2020,114,35
2021,43,1
2020,8,2
2023,2,1
2020,1,1
2023,284,12
2020,101,72
2023,1,1
2020,273,97
2022,6,1
2022,1,1
2022,64,43
2022,32,10
2022,54,38
2021,51,9
2021,11,5
2021,2,1
2020,7,4
2021,17,9
2022,2,2
2023,15,9
2023,26,6
2020,1,1
2022,5,3
2023,34,15
2022,8,3
2023,17,16
2020,63,6
2022,8,1
2020,2,1
2023,99,55
2023,56,39
2023,24,15
2021,9,6
2023,30,23
2020,6,6
2023,1,1
2022,71,7
2020,18,16
2020,12,7
2020,13,10
2021,14,4
2021,62,4
2022,4,1
2021,55,34
2021,1,1
2022,8,7
2021,21,14
2022,33,20
2022,20,1
2022,22,13
2021,22,17
2023,3,3
2022,15,3
2022,9,1
2023,27,23
2020,2,1
2021,41,23
2023,62,49
2021,7,1
2020,24,12
2022,4,4
2020,5,4
2023,8,6
2020,8,4
2023,35,6
2020,15,12
2023,5,5
2020,118,10
2021,26,9
2021,1,1
2023,937,106
2022,64,2
2022,16,3
2021,1,1
2020,3,2
2021,11,5
2020,6,2
2021,5,1
2023,101,10
2023,11,6
2023,56,37
2020,15,8
2022,109,11
2022,14,7
2021,44,30
2021,107,28
2020,10,2
2021,21,18
2023,8,3
2023,28,23
2022,147,78
2021,8,1
2021,3,1
2020,35,31
2022,4,2
2020,32,13
2023,8,5
2022,122,4
2020,374,225
2022,19,8
2021,306,57
2021,9,3
2020,15,12
2023,9,1
2022,624,112
2022,35,1
2022,4,2
2023,7,5
2022,40,34
2021,19,3
2020,32,10
2021,25,16
2023,20,6
2020,1,1
2022,17,3
2021,69,9
2023,86,1
2022,5,4
2023,4,4
2020,119,16
2021,4,2
2023,56,44
2020,7,4
2022,161,137
2020,16,3
2020,9,1
2020,5,4
2022,11,11
2020,8,6
2022,9,2
2022,4,1
2023,73,54
2023,120,4
2020,42,26
2022,48,30
2021,4,2
2023,2,1
2021,47,25
2021,7,5
2022,19,15
2020,17,1
2021,29,22
2023,3,3
2023,478,50
2021,24,4
2022,5,3
2021,2,2
2021,2,1
2022,20,19
2020,43,40
2022,54,1
2023,29,13
2023,4,4
2021,7,1
2021,50,11
2021,45,2
2020,23,7
2022,10,5
2022,136,19
2021,13,1
2021,15,5
2023,4,4
2022,12,8
2022,2,2
2021,84,19
2022,66,5
2021,1,1
2020,7,2
2020,15,12
2020,15,2
2021,33,19
2020,10,6
2020,52,5
2021,81,54
2021,6,2
2023,9,9
2020,24,15
2020,16,6
2020,6,1
2020,46,38
2020,26,13
2023,7,7
2022,31,24
2022,111,8
2020,48,1
2022,19,3
2020,82,12
2022,7,6
2021,1,1
2023,127,20
2021,1,1
2023,1,1
2021,1,1
2022,1,1
2020,4,4
2020,181,118
2023,9,5
2021,17,3
2022,98,22
2021,208,137
2023,5,3
2023,18,10
2022,18,1
2022,15,8
2020,4,4
2021,12,7
2023,2,1
2020,1,1
2022,95,2
2020,9,3
2023,9,8
2021,87,54
2021,10,8
2021,1,1
2022,5,3
2021,6,1
2023,10,1
2022,23,11
2023,4,3
2020,3,2
2023,94,73
2023,7,5
2022,11,6
2021,5,3
2021,2,2
2022,98,3
2021,83,69
2020,6,6
2021,8,7
2020,6,1
2020,15,4
2023,3,2
2023,4,2
2023,35,21
2021,4,2
2021,1,1
2023,2,2
2021,42,5
2020,18,4
2021,15,3
2022,7,6
2022,8,8
2023,21,10
2020,1,1
2022,11,7
2020,2,2
2021,8,6
2022,92,86
2020,17,9
2022,18,1
2023,183,49
2020,8,1
2022,3,3
2022,23,20
2022,16,2
2023,71,21
2020,2,2
2022,9,9
2021,33,15
2021,21,14
2021,7,7
2021,58,7
2020,19,10
2023,227,51
2023,3,1
2021,2,2
2022,13,10
2022,3,1
2022,32,7
