Fiscal_Year,Amount
2021,6044.04
2021,960.05
2021,45660.14
2021,472
2021,519.4
2021,247.5
2021,875
2021,1075.83
2021,230545.22
2021,71833.86
2021,104956.05
2021,886030.48
2021,496.64000000000004
2021,1057.29
2021,559.89
2021,45842.78999999999
2021,-900.42
2021,334312.17
2021,19828540.32
2021,274837.95
2021,4328.34
2021,1281.04
2021,900.42
2021,159054.09
2021,1346976.56
2021,4380.73
2021,25552.629999999997
2021,2104.5
2021,67.03
2021,32754.35
2021,57878.759999999995
2021,12055.17
2021,19060.4
2021,228.96
2021,2424.79
2021,925.59
2021,450.5
2021,1104.76
2021,330.7
2021,47.71
2021,66.52
2021,948.74
2021,60
2021,328114.98000000004
2021,19579.260000000002
2021,3443.2799999999997
2021,927179.08
2021,58874.99
2021,8198.27
2021,3738429.4499999997
2021,146308.54
2021,3103.67
2021,5997.620000000001
2021,1310.72
2021,887
2021,32375.23
2021,342
2021,126.17999999999999
2021,1540.26
2021,3464.56
2021,1029.23
2021,379380.33999999997
2021,98846.93999999999
2021,94703.17000000001
2021,2067588.47
2021,393.58
2021,272.65000000000003
2021,45290.54
2021,-44.449999999999996
2021,357530.54
2021,30518640.5
2021,351121.21
2021,1055141.33
2021,18321.16
2021,2159.46
2021,96697.51
2021,9059.78
2021,8614.17
2021,498.62
2021,1541.72
2021,826.8499999999999
2021,16950.29
2021,160
2021,2701.6
2021,1440.92
2021,1.35
2021,668.5
2021,496415.52
2021,82.56
2021,-900.54
2021,60
2021,38710.28
2021,3323.8100000000004
2021,847.19
2021,13.66
2021,23820.420000000002
2021,900.53
2021,248062.17
2021,358895.22000000003
2021,1488.1499999999999
2021,15
2021,27253.34
2021,15370071.38
2021,47500.53
2021,216947.03
2021,3009.3900000000003
2021,700928.49
2021,73948.87000000001
2021,4727.25
2021,3103587.7
2021,192643.53
2021,2359.79
2021,2654.61
2021,31838.05
2021,784
2021,247.48000000000002
2021,1465.34
2021,477
2021,5
2021,334646.88
2021,69318.89
2021,34496.75
2021,1329808.26
2021,857.39
2021,1839.08
2021,3391.3900000000003
2021,46149.6
2021,-948.74
2021,357530.54
2021,24762844.04
2021,353637.86
2021,1572143.04
2021,129055.85
2021,14553.76
2021,2556.34
2021,29303.01
2021,70497.70999999999
2021,10725.1
2021,10194.44
2021,152.64
2021,4972.25
2021,834.8399999999999
2021,3124.9
2021,22.51
2021,75
2021,551.58
2021,2724.44
2021,488.41999999999996
2021,25862.25
2021,4198.79
2021,6978.25
2021,550
2021,975
2021,2430.4100000000003
2021,44.8
2021,1175
2021,898.2800000000001
2021,2281.08
2021,240
2021,3546.82
2021,13.66
2021,30
2021,225732.73
2021,24337.68
2021,1266.74
2021,639295.11
2021,68794.95999999999
2021,3003.55
2021,2665755.3299999996
2021,175531.81999999998
2021,47.4
2021,56
2021,28591.1
2021,1180.42
2021,173.25
2021,1050
2021,60.41
2021,121899.57
2021,67881.93999999999
2021,12063.91
2021,1306853.9
2021,626.8
2021,1109.1499999999999
2021,3259.12
2021,37458.82
2021,214440.05
2021,357530.54
2021,21276167.71
2021,284984.92000000004
2021,1463823.81
2021,1442.78
2021,1240.61
2021,525240.4500000001
2021,613656.3
2021,42639.78999999999
2021,73445.32
2021,2383.1
2021,2930.8300000000004
2021,15837.859999999999
2021,2530845.07
2021,1416.87
2021,203618.05
2021,675.63
2021,555.65
2021,43565.57
2021,2610.4700000000003
2021,4468.1900000000005
2021,6823.01
2021,650
2021,625
2021,997.2900000000001
2021,2070.54
2021,778.4599999999999
2021,1349.48
2021,4316.31
2021,48.58
2021,900.54
2021,60
2021,189200.75
2021,8925.52
2021,40.61
2021,1642.23
2021,535464.13
2021,25686.58
2021,105.49000000000001
2021,3888.4900000000002
2021,2096384.1500000001
2021,68218.51
2021,4116.929999999999
2021,1105.47
2021,12760.48
2021,360
2021,1073.36
2021,50.879999999999995
2021,861
2021,2547.53
2021,64126.350000000006
2021,81566.54
2021,65567.09
2021,1078389.6600000001
2021,513.38
2021,1690.02
2021,14371.369999999999
2021,614.89
2021,91.58
2021,30810.88
2021,472
2021,1978.23
2021,311.69
2021,971.5
2021,230.23
2021,160081.93
2021,88088.83
2021,31300.62
2021,1372496.22
2021,188.04
2021,77825.98999999999
2021,-933.06
2021,348628.77
2021,20575333.310000002
2021,263626.08
2021,1652562.85
2021,6390.23
2021,4084.69
2021,15067.2
2021,1588.6899999999998
2021,62735.6
2021,14076.7
2021,2387.74
2021,2342.2
2021,1644.6599999999999
2021,2739.22
2021,175
2021,1448.26
2021,771.3
2021,8811.34
2021,1599.6799999999998
2021,963.48
2021,6945.120000000001
2021,36.91
2021,6087.95
2021,30
2021,82557.28
2021,423862.96
2021,995.7900000000001
2021,25.06
2021,233533.64
2021,2852.02
2021,54.44
2021,1008019.47
2021,4741.04
2021,9088.01
2021,17634.68
2021,1671.11
2021,9306.359999999999
2021,1820.77
2021,127.16999999999999
2021,148798.97999999998
2021,171988.31999999998
2021,430568.74
2021,320155.57
2021,163351.29
2021,7954481.23
2021,57607.07
2021,3971.42
2021,9427.69
2021,38497.71
2021,3019.42
2021,866.74
2021,1225
2021,544.52
2021,349.04
2021,4360.110000000001
2021,30
2021,334934.49000000005
2021,16465.05
2021,57.02
2021,948244.12
2021,45624.380000000005
2021,135.67
2021,4040336.72
2021,92809.64
2021,28952.35
2021,29224.79
2021,13565.04
2021,6975.37
2021,124
2021,127.67999999999999
2021,525
2021,114350.13
2021,63750.3
2021,38037.36
2021,834015.9400000001
2021,174.62
2021,2459.82
2021,3783.5
2021,41645.340000000004
2021,-951.43
2021,167016.81999999998
2021,1764.25
2021,3715.84
2021,26240.649999999998
2021,3958
2021,269.6
2021,25.4
2021,21591.38
2021,3800
2021,-135800
2021,2216.4100000000003
2021,6583.660000000001
2021,11425.69
2021,826.04
2021,325
2021,-624.8
2021,10280.77
2021,4.58
2021,8627.349999999999
2021,49293.25
2021,21687.43
2021,2774.92
2021,15.219999999999999
2021,3293.27
2021,30
2021,82.38
2021,143725.18
2021,2403.98
2021,10955.48
2021,250
2021,10.2
2021,402.1
2021,331.84000000000003
2021,30
2021,49888.91
2021,334661.41000000003
2021,28.4
2021,45026.94
2021,132047.25
2021,946947.58
2021,70.57
2021,105809.14
2021,528469.9600000001
2021,3132644.02
2021,4388.969999999999
2021,598.1700000000001
2021,31840.940000000002
2021,18.05
2021,8687.25
2021,26203.960000000003
2021,81.61
2021,17081.9
2021,141397.01
2021,145734.81
2021,11837.29
2021,33245.63
2021,529
2021,1488.22
2021,331.76
2021,24341.86
2021,15414.3
2021,5710.3
2021,306938.2
2021,90570.97
2021,170303.41999999998
2021,1403215.6
2021,2361.17
2021,446.2
2021,9660.83
2021,-22517.12
2021,357530.54
2021,32740532.810000002
2021,347593.68
2021,89997.06
2021,478166.11
2021,36082.28
2021,135.68
2021,50316.219999999994
2021,83840.02
2021,867.6
2021,3465.18
2021,16446.62
2021,488.45
2021,3012.7799999999997
2021,144.7
2021,27.85
2021,6356.07
2021,360.24
2021,1419.57
2021,6375.6500000000005
2021,2566.86
2021,7006.42
2021,1481.6299999999999
2021,1857.02
2021,29.71
2021,711.69
2021,10866.05
2021,307.13
2021,90
2021,202057.43
2021,18942
2021,757.25
2021,572191.47
2021,53936.5
2021,18438316.72
2021,2311035.4499999997
2021,145079.11000000002
2021,169886.29
2021,223.1
2021,159978.96
2021,1357916.55
2021,1009823.75
2021,-1018700
2021,453701.25
2021,5042024.57
2021,2104131.09
2021,25911610.35
2021,26144.93
2021,115.91000000000001
2021,2274.8500000000004
2021,10292.75
2021,224765.44999999998
2021,59958.11
2021,7653.31
2021,3331.51
2021,190194.73
2021,-1784.91
2021,3297.51
2021,79956.64
2021,1267.83
2021,2671.2
2021,20194.280000000002
2021,2648.66
2021,1147.24
2021,3847.04
2021,202.8
2021,30
2021,36591.83
2021,2236.32
2021,103182.55
2021,6332.9
2021,93494.26
2021,495722.44
2021,23882.309999999998
2021,290.28
2021,6520.45
2021,4985.88
2021,5483.8
2021,124589.95999999999
2021,211710.94
2021,333.05
2021,13664.76
2021,16754.09
2021,1025059.4400000001
2021,3075050.59
2021,212159.65
2021,28208.71
2021,237178.54
2021,135254.59
2021,1306.84
2021,4483.02
2021,22603.2
2021,676.6800000000001
2021,1050
2021,1628.26
2021,125283.26
2021,29103.780000000002
2021,8757.96
2021,1107885.71
2021,250.72
2021,225.29
2021,2957.66
2021,53789.51
2021,343869.23000000004
2021,18654399.959999997
2021,270744.03
2021,1076103.03
2021,32942.93
2021,15555.96
2021,31939.39
2021,7976.860000000001
2021,49753.98
2021,26.7
2021,9446.28
2021,9266.65
2021,875.91
2021,955.15
2021,5344.13
2021,381.5
2021,302.81
2021,1673.55
2021,64.11
2021,2584.3500000000004
2021,4649.04
2021,59.65
2021,30
2021,197435.46
2021,21397.93
2021,1947.59
2021,557446.09
2021,1200337.25
2021,79171.36
2021,1774912.86
2021,60162.93
2021,4614.54
2021,2282142.88
2021,142425.44
2021,2441.66
2021,21217.17
2021,39212.52
2021,17555.49
2021,1457.35
2021,10807.140000000001
2021,60728.03
2021,4.55
2021,10858.48
2021,24814.62
2021,3249.77
2021,925
2021,2131.2599999999998
2021,1438.54
2021,1212.98
2021,691.21
2021,25
2021,951.43
2021,50
2021,30
2021,278044.46
2021,34461.259999999995
2021,4513.51
2021,786996.12
2021,97634.53
2021,10675.53
2021,3175295.69
2021,279406.57
2021,4340.429999999999
2021,211.42000000000002
2021,31824.329999999998
2021,354
2021,494.96
2021,1225
2021,547.3
2021,921271.52
2021,687.6800000000001
2021,243235.24000000002
2021,4605.2699999999995
2021,24794.69
2021,117925.67000000001
2021,-854.2900000000001
2021,358283.67
2021,25674094.01
2021,205630.84
2021,2451853.2800000003
2021,5637.89
2021,3371.46
2021,24103.38
2021,3506.34
2021,16367
2021,76835.55
2021,21489.5
2021,28802.52
2021,269.66
2021,4897.4
2021,593.8199999999999
2021,15185.230000000001
2021,90.05
2021,993.41
2021,101.76
2021,1570.72
2021,402.1
2021,4952.48
2021,70.8
2021,854.2900000000001
2021,835.9599999999999
2021,60
2021,230266.33
2021,9830.66
2021,460.96
2021,652108.52
2021,27661.79
2021,1096.03
2021,2633528.8499999996
2021,67912.19
2021,352.02
2021,188.48000000000002
2021,303.96999999999997
2021,32423.04
2021,354
2021,180.92000000000002
2021,350
2021,1139.91
2021,4587.6500000000005
2021,-936.06
2021,115623.9
2021,22111652.06
2021,268031.63
2021,386518.54
2021,2108.51
2021,23202.51
2021,2243.2
2021,58.65
2021,1212.61
2021,70833.37000000001
2021,3413.65
2021,4934.91
2021,76.32
2021,1446.36
2021,1941.1499999999999
2021,13.51
2021,698.07
2021,4541.929999999999
2021,4.58
2021,936.06
2021,30
2021,217129.51
2021,23373.309999999998
2021,947.51
2021,614106.91
2021,66021.82
2021,2225.3300000000004
2021,2562038.36
2021,176552.43
2021,809.58
2021,1272.6299999999999
2021,366.33
2021,17022.08
2021,236
2021,30.479999999999997
2021,394.27
2021,626
2021,323.6
2021,115.13
2021,202121.55
2021,73835.48999999999
2021,80088.1
2021,1064642.25
2021,1971.74
2021,30
2021,-4039.1
2021,301811.76
2021,158559.76
2021,646.52
2021,469025.57
2021,356386.08
2021,59709.44
2021,2236.2799999999997
2021,6332.9
2021,48562.99
2021,603.3399999999999
2021,281225.43000000005
2021,101432.6
2021,401.66
2021,967.8
2021,997.25
2021,262.95
2021,30
2021,19544.59
2021,2185.65
2021,51851.94
2021,5047.88
2021,159126.47999999998
2021,3372.29
2021,210.65
2021,814.08
2021,7400.13
2021,23659.09
2021,10516.67
2021,31220.97
2021,180375.61000000002
2021,1339301.36
2021,1471.1299999999999
2021,5.25
2021,480
2021,1095.28
2021,37956.48
2021,2605.06
2021,234.58
2021,58.99
2021,6056.320000000001
2021,399.27
2021,11445.39
2021,29481.68
2021,120258.18000000001
2021,4396.63
2021,108.06
2021,3501.4300000000003
2021,6599.160000000001
2021,340.63
2021,19950.37
2021,840.42
2021,277945.03
2021,96823.95
2021,6735.49
2021,5.2
2021,271.59
2021,26185.9
2021,59.379999999999995
2021,30
2021,111783.58
2021,7421.88
2021,312439.43000000005
2021,17699.29
2021,959113.01
2021,200.47
2021,12111.46
2021,10020.869999999999
2021,278.58
2021,4140.91
2021,9190.740000000002
2021,92196.08
2021,361846.2
2021,1797352
2021,7025378.57
2021,10503.12
2021,1247544.78
2021,331714.87
2021,1909.78
2021,628080.14
2021,38734.64
2021,1607.22
2021,4144.5
2021,25364.260000000002
2021,11464.83
2021,410.32
2021,9523.52
2021,26988.47
2021,16734.4
2021,5797.8
2021,1113.6799999999998
2021,2208.9900000000002
2021,1238.97
2021,4447.99
2021,12385.140000000001
2021,42336.96
2021,337.3
2021,440.1
2021,17.810000000000002
2021,1956.47
2021,689.19
2021,2885.4300000000003
2021,143534.56
2021,211625.81999999998
2021,17785.07
2021,4136.58
2021,6730.64
2021,24296.04
2021,5617.55
2021,3182.72
2021,232.26
2021,9.16
2021,16602.75
2021,3392.53
2021,48126.77
2021,21022177.04
2021,2968.02
2021,8392.220000000001
2021,177946.38999999998
2021,3672.84
2021,6400.9
2021,4248.38
2021,35778.82
2021,10512.61
2021,612.6
2021,317.36
2021,547.8
2021,303.85
2021,1825.37
2021,26740.960000000003
2021,2025.72
2021,462499.52
2021,736601.38
2021,337718.7
2021,581.2700000000001
2021,41795.57
2021,8130.04
2021,367.86
2021,2518.44
2021,9.8
2021,3392.53
2021,56.690000000000005
2021,2206.16
2021,2238.71
2021,801.7
2021,967.14
2021,3862.27
2021,5.39
2021,0.01
2021,2683.62
2021,1694.6299999999999
2021,3004.8700000000003
2021,8556.16
2021,3437.9900000000002
2021,47172.39
2021,681.91
2021,673.65
2021,387.89
2021,11420.58
2021,22304.38
2021,93500.43999999999
2021,348274.16
2021,23617603.95
2021,271606.42000000004
2021,2246648.23
2021,141312.34999999998
2021,62952.219999999994
2021,4642.37
2021,-896.51
2021,54711.87
2021,360647.73000000004
2021,20867620.93
2021,217393.34
2021,1435114.3900000001
2021,294469.1
2021,26208.16
2021,32331.260000000002
2021,7304.2
2021,48880.04
2021,12410.849999999999
2021,5853.49
2021,1225.3
2021,2827.07
2021,1891.12
2021,18.02
2021,2234.18
2021,330.7
2021,162.93
2021,29.71
2021,726.87
2021,18.16
2021,90
2021,227285.58
2021,24753.329999999998
2021,1501.03
2021,641535.43
2021,66982.70999999999
2021,3582.24
2021,2591417.56
2021,188041.87
2021,454.87
2021,8000.33
2021,2049.4
2021,41333.18
2021,744
2021,1342.82
2021,225.34
2021,240
2021,3121.3700000000003
2021,287274.39
2021,115925.56
2021,54467.96
2021,1576081.48
2021,232.83
2021,2431.14
2021,30592.52
2021,360647.73000000004
2021,5422.68
2021,71560.16
2021,-990.12
2021,11057.33
2021,66027.1
2021,67005.72
2021,13.65
2021,21476.420000000002
2021,3805.4
2021,1543.1299999999999
2021,4851.23
2021,6820.55
2021,92.39
2021,708.23
2021,623.76
2021,7936.57
2021,50.14
2021,60
2021,2540.86
2021,1118.1799999999998
2021,7152.56
2021,3166.4500000000003
2021,20023.02
2021,10208.27
2021,311.78999999999996
2021,594.69
2021,2766.58
2021,60.4
2021,3608.72
2021,1236.43
2021,890.93
2021,92674.53
2021,210308.09
2021,153703.26
2021,16.74
2021,478.04
2021,254.4
2021,45.790000000000006
2021,26618874.17
2021,302.38
2021,1261.84
2021,1487995.8
2021,1103.62
2021,24769.51
2021,1575.52
2021,46438.340000000004
2021,58517.619999999995
2021,15.05
2021,11172.640000000001
2021,7265.429999999999
2021,1339.04
2021,228.96
2021,450.11
2021,1282.27
2021,1325
2021,1092.24
2021,661.4399999999999
2021,2467.68
2021,1191.94
2021,244.22
2021,402.11
2021,1443.95
2021,115.03
2021,990.12
2021,60
2021,284361.83999999997
2021,38936.689999999995
2021,7821.79
2021,805959.06
2021,110344.98
2021,18633.940000000002
2021,3287857.01
2021,310925.75
2021,2793.21
2021,1292.1499999999999
2021,1147.27
2021,599.06
2021,27781.27
2021,118
2021,516.75
2021,826.73
2021,339
2021,769.19
2021,223295.77000000002
2021,112983.52
2021,58164.4
2021,1219585.08
2021,376.08
2021,227755.44
2021,2715965.79
2021,30636.07
2021,17406.79
2021,885.37
2021,94731.5
2021,25650.56
2021,12463.18
2021,446.37
2021,-75
2021,157.73
2021,592.15
2021,350
2021,21826.88
2021,158.52
2021,75
2021,101.76
2021,1245
2021,20.35
2021,1368.41
2021,993.4
2021,143.32000000000002
2021,896.51
2021,90
2021,247675.97
2021,37295.43
2021,5320.75
2021,695489.2899999999
2021,105155.40999999999
2021,10002.4
2021,2866886.61
2021,262445.59
2021,1160.32
2021,3618.68
2021,28.21
2021,721.9499999999999
2021,357.36
2021,34451.68
2021,354
2021,1912.79
2021,940
2021,1743.8799999999999
2021,297533.47000000003
2021,176728.28
2021,2237.02
2021,1040.32
2021,605.47
2021,546927.43
2021,2385.9500000000003
2021,486.86
2021,1353.34
2021,10712.1
2021,5245.96
2021,3955.4700000000003
2021,30067.780000000002
2021,12654.89
2021,54349.689999999995
2021,123031.65000000001
2021,5637.2699999999995
2021,84.29
2021,5112.1900000000005
2021,2295.8
2021,19.21
2021,3831.53
2021,6030.48
2021,13035.849999999999
2021,2951.3500000000004
2021,624960.01
2021,190868.56
2021,211969.46
2021,434573.75
2021,504241.68
2021,150.57
2021,47.57
2021,3908.2
2021,11.2
2021,9.1
2021,616.8499999999999
2021,7237.929999999999
2021,17147.04
2021,5708.860000000001
2021,19256.06
2021,17150.6
2021,12.6
2021,302.38
2021,2949.88
2021,23.45
2021,60
2021,1855.03
2021,4867.63
2021,8427.25
2021,36497.810000000005
2021,48877.18
2021,27553.49
2021,50131.93
2021,783.04
2021,156088.96
2021,1713.1399999999999
2021,704.49
2021,2116.3100000000004
2021,63.52
2021,60
2021,69670.76
2021,41.2
2021,2830.05
2021,191165.43
2021,98.38
2021,6506.92
2021,424884.67
2021,1914.3899999999999
2021,234.29
2021,14156.140000000001
2021,22308.149999999998
2021,12887.02
2021,35683.58
2021,16662.86
2021,-32275
2021,-450060.46
2021,-450
2021,-2597850.9099999997
2021,-16205
2021,-18401.99
2021,-1032448.3
2021,147689.36
2021,4066570.63
2021,103839.55
2021,23492.09
2021,196.65
2021,178.33
2021,3217.14
2021,3150.2599999999998
2021,1874.45
2021,356.16
2021,302.2
2021,546.22
2021,30
2021,79199.8
2021,3964.53
2021,12301.91
2021,72379
2021,777.07
2021,2765.17
2021,41.44
2021,248.64
2021,4384.860000000001
2021,1679.09
2021,776523.07
2021,540.93
2021,276422.6
2021,3851.7599999999998
2021,27.01
2021,3931.22
2021,21.939999999999998
2021,1116.53
2021,5590.8
2021,15832.25
2021,83989.37000000001
2021,15.850000000000001
2021,188.48000000000002
2021,1893.95
2021,59.6
2021,497034.23000000004
2021,192130.16
2021,6974.8
2021,558.66
2021,431.46
2021,1451.6
2021,302.38
2021,805.38
2021,4.57
2021,30
2021,28791.36
2021,15602.47
2021,1118.11
2021,156.26
2021,78170.18000000001
2021,45024.32
2021,3166.4500000000003
2021,370.36
2021,464350.83
2021,154034.44
2021,6762.860000000001
2021,360.89
2021,3236.42
2021,100.19
2021,3414.44
2021,20599.2
2021,2134.4700000000003
2021,1328.75
2021,17044.82
2021,323974.11
2021,47856.96
2021,3814814.1
2021,605260.24
2021,496698.02
2021,2253.54
2021,1899.96
2021,275
2021,11380.51
2021,32341.56
2021,10021.140000000001
2021,1577.28
2021,863.21
2021,59
2021,1360.73
2021,3357.52
2021,1245.35
2021,3831.58
2021,9325.43
2021,3166.4500000000003
2021,111058.34
2021,13865.69
2021,42912.77
2021,17.49
2021,57589.7
2021,3349
2021,997.31
2021,1349.87
2021,998.6800000000001
2021,2033.45
2021,7673.7
2021,10050.84
2021,19421.29
2021,203708.97
2021,102584.93
2021,136095.11000000002
2021,17771.75
2021,3845.77
2021,13213.49
2021,1722.74
2021,4548.85
2021,74287.40999999999
2021,603361.62
2021,450.15000000000003
2021,906.6800000000001
2021,3841.4500000000003
2021,1921.1699999999998
2021,1164.45
2021,496.90999999999997
2021,34253.97
2021,15452.8
2021,16308.349999999999
2021,96504.9
2021,43644.229999999996
2021,27009.109999999997
2021,455096.12
2021,135219.77000000002
2021,3635.38
2021,24126.16
2021,11108.140000000001
2021,1452.5
2021,952.14
2021,75
2021,35399.13
2021,4156.75
2021,1055376.3
2021,198168.46
2021,1246891
2021,1220372.7
2021,651403.02
2021,623126.03
2021,1976.4
2021,-254.47
2021,821.74
2021,6237.33
2021,33.1
2021,11.84
2021,370.83
2021,178.96
2021,3655.4300000000003
2021,2928.01
2021,2910.9900000000002
2021,23578.34
2021,8976.34
2021,410.11
2021,2012.73
2021,487.42999999999995
2021,1266848.81
2021,5847.58
2021,6457.3
2021,90.71000000000001
2021,17069.56
2021,1000
2021,606.3499999999999
2021,1633.43
2021,6796.22
2021,377.26
2021,6156.49
2021,28848.91
2021,13407.07
2021,29602.64
2021,101.76
2021,161.84
2021,9370.1
2021,13678.449999999999
2021,618.97
2021,25840.84
2021,36274.27
2021,1429.72
2021,54226.32
2021,71928.61
2021,261.92999999999995
2021,46450.39
2021,167451.93
2021,6592.78
2021,5658098.84
2021,18476.99
2021,393.75
2021,257786.93
2021,187679.69
2021,3434486.07
2021,986534.64
2021,714893.89
2021,2284.06
2021,18573.39
2021,1296.86
2021,557.75
2021,159.25
2021,10270.55
2021,712.3199999999999
2021,3925.29
2021,8142.52
2021,1612.8899999999999
2021,3906.3500000000004
2021,16.02
2021,994.02
2021,111382.67000000001
2021,37793.58
2021,89820.2
2021,311400.08
2021,105224.01
2021,211193.05
2021,2001562.12
2021,93448.29
2021,92210.29
2021,13209.7
2021,608.22
2021,36215.87
2021,81.41000000000001
2021,33665.05
2021,4969.929999999999
2021,46659.36
2021,18819.4
2021,12324.79
2021,17349.23
2021,52340.229999999996
2021,465373.56
2021,752.1700000000001
2021,2760.18
2021,6009
2021,285557.44
2021,69629.52
2021,65.51
2021,22696.149999999998
2021,349862.11
2021,11338181.75
2021,1383.77
2021,19584.649999999998
2021,18536.1
2021,48665.52
2021,989.64
2021,3017.7799999999997
2021,10.4
2021,2855.38
2021,5344.3
2021,16525.12
2021,80
2021,3343.11
2021,50.949999999999996
2021,486.46999999999997
2021,11344.56
2021,14134.42
2021,255
2021,9862.4
2021,8985.640000000001
2021,34441.06
2021,547732.73
2021,9120
2021,2080652.76
2021,814.64
2021,1665.24
2021,43
2021,23280.29
2021,1094.94
2021,893.4499999999999
2021,7850.969999999999
2021,702.03
2021,70.14999999999999
2021,29287.47
2021,2236.3
2021,6000.08
2021,5337.110000000001
2021,6237.35
2021,17180.85
2021,13072.27
2021,54197.83
2021,97889.78
2021,1124.58
2021,1614.77
2021,269.26
2021,987.3399999999999
2021,145.67
2021,842.4399999999999
2021,3962.64
2021,6655.54
2021,-17712
2021,439783.87
2021,163128.04
2021,1328.03
2021,239751.31999999998
2021,364307.85
2021,155207.99
2021,3737.27
2021,24475.25
2021,38.3
2021,2490.19
2021,106.82
2021,11842.56
2021,1826.07
2021,2128.82
2021,66.14
2021,1419.31
2021,45.02
2021,3142.09
2021,2479.74
2021,1526.28
2021,455.14000000000004
2021,4110.91
2021,16942.109999999997
2021,33804.13
2021,14406.349999999999
2021,47425.55
2021,93645.68000000001
2021,35106.41
2021,154614.62
2021,330850.37
2021,651.43
2021,476.78
2021,804.26
2021,11041.76
2021,230
2021,305.28
2021,6779.05
2021,6417.44
2021,590.41
2021,10729.96
2021,26784.59
2021,8175.7
2021,30761.629999999997
2021,964.22
2021,3732.62
2021,2756.69
2021,12045.349999999999
2021,10831.31
2021,2.62
2021,26523.24
2021,73387.48
2021,96292.72
2021,6808.37
2021,30.53
2021,101.76
2021,401.34000000000003
2021,665.1800000000001
2021,576.61
2021,16295.76
2021,61.720000000000006
2021,3316.3900000000003
2021,2216.92
2021,50942.06
2021,162.04
2021,7799.13
2021,48288.4
2021,223317.87999999998
2021,2595.57
2021,46897.9
2021,99633.34
2021,5573.72
2021,169.05
2021,6986.63
2021,1813.26
2021,5094.09
2021,18464.87
2021,6589.08
2021,8929.76
2021,62325.380000000005
2021,378871.44
2021,2005735.3
2021,122429.68000000001
2021,2828.19
2021,59740.42
2021,29.8
2021,34.65
2021,1221.1399999999999
2021,76.3
2021,365.42999999999995
2021,10099.230000000001
2021,21964.64
2021,44219.1
2021,142825.84999999998
2021,554113.4500000001
2021,2934799.55
2021,191269.09
2021,2911.86
2021,17147.99
2021,18744.24
2021,1556.25
2021,5389.56
2021,966.72
2021,130.18
2021,3315510.09
2021,124609.04
2021,226.99
2021,2519.3100000000004
2021,41090.3
2021,2803.88
2021,110272.31
2021,6886.34
2021,202959.59
2021,3006.03
2021,469055
2021,16569.52
2021,3285889.16
2021,3729.92
2021,5554.39
2021,111772.07
2021,4208765.63
2021,26352.86
2021,76910.52
2021,13.65
2021,21275.95
2021,4323363.09
2021,244.26
2021,464.06
2021,4.58
2021,2589.34
2021,8700.27
2021,1178.1599999999999
2021,7439.6500000000005
2021,3316.4900000000002
2021,40972.759999999995
2021,11504.4
2021,19090.97
2021,91.34
2021,2861.8
2021,21191.53
2021,67.73
2021,6445.57
2021,230005.86
2021,-194527.96
2021,440.85
2021,617.72
2021,613.22
2021,1565705.26
2021,181.86
2021,604.91
2021,218960.11000000002
2021,465
2021,977.6800000000001
2021,726.6800000000001
2021,210299.19
2021,423148.72000000003
2021,752.52
2021,2028.1799999999998
2021,610.56
2021,329.16
2021,4.58
2021,241506.47999999998
2021,30026.67
2021,1470.6299999999999
2021,83537.95
2021,3470.4
2021,306989.95
2021,24440.49
2021,233139.21000000002
2021,54654.09
2021,447.71999999999997
2021,2041.93
2021,17576.01
2021,649.3
2021,67.86999999999999
2021,20396.809999999998
2021,109143.92
2021,149307.77000000002
2021,2556762.3699999996
2021,280.9
2021,14999.51
2021,78006
2021,6819.01
2021,10175.33
2021,204.51
2021,54334.15
2021,108114.90999999999
2021,929.21
2021,167.66
2021,6379941.17
2021,4269.85
2021,3592.51
2021,4.58
2021,55369.6
2021,3796.12
2021,156299.11000000002
2021,9019.15
2021,567187.2799999999
2021,404343.14999999997
2021,182.53
2021,5964.31
2021,2159.03
2021,1399.6799999999998
2021,496360.33
2021,22475.24
2021,7266735.5
2021,671287.65
2021,6116.08
2021,493.83
2021,542476.8200000001
2021,361245.24
2021,2436.08
2021,248185.05
2021,264744.16
2021,13992
2021,2920.51
2021,2277.3900000000003
2021,21251.24
2021,106737.58
2021,2628.9500000000003
2021,293.09
2021,10749.04
2021,5971.58
2021,53900.42
2021,1896442.8
2021,2816988.3899999997
2021,531213.9
2021,1536048.06
2021,56294.21
2021,12359.06
2021,54201.68
2021,17082.79
2021,20100.56
2021,7342.74
2021,-839962.2
2021,-1973373.1600000001
2021,-595689.8400000001
2021,-226460.75
2021,1279037.07
2021,56813295.14
2021,6278853.01
2021,5508166.71
2021,23058.71
2021,15730.89
2021,69913.17000000001
2021,3902.62
2021,831.93
2021,9833.26
2021,103361.69
2021,9993.11
2021,15343.66
2021,929.09
2021,4306.620000000001
2021,191.51
2021,622.8299999999999
2021,2703.25
2021,421.03
2021,175.88000000000002
2021,95104.9
2021,2416.4500000000003
2021,538.88
2021,440.53
2021,23189.2
2021,31669.34
2021,15654.02
2021,1528.57
2021,38404.33
2021,118725.6
2021,38111.689999999995
2021,10054.98
2021,-8670
2021,-168940
2021,180375.61000000002
2021,4218201.319999999
2021,203891.51
2021,63463.14
2021,22361.329999999998
2021,539.3399999999999
2021,25574.01
2021,16170.06
2021,924.9599999999999
2021,406.91999999999996
2021,141276.2
2021,8794.34
2021,6787.660000000001
2021,4608.13
2021,530.14
2021,6330.1500000000005
2021,803.2700000000001
